frame,t_s,true_angle_deg,n_features,n_rigid_bodies,rb_ids,n_joints,most_likely,prism_p,rev_p,rigid_p,discon_p,rev_joint_value_rad,prism_joint_value_m,rev_pos_x,rev_pos_y,rev_pos_z,rev_ori_x,rev_ori_y,rev_ori_z,rev_pos_world_x,rev_pos_world_y,rev_pos_world_z,rev_ori_world_x,rev_ori_world_y,rev_ori_world_z
93,3.1,46.800000000000004,200,2,0;2,1,JointType.Disconnected,8.796188922133297e-05,3.2987212762236595e-05,0.0,0.9998790621757507,0.79079023234203,2.8870655940289986,1.3389801145905071,-1.5428294359658214,3.261503483590419,-0.01480938197934764,-0.9641896864697076,-0.26479979363820616,-0.46834642442980456,1.973545217918753,1.6496327543646507,-0.013475922780327998,-0.009202232434229546,0.9998668503473076
94,3.1333333333333333,47.4,200,2,0;2,1,JointType.Disconnected,6.0361813666531816e-05,3.322596967336722e-05,0.0,0.9999064207077026,0.8004658537516024,2.9172339133691123,1.350102071005081,-1.5803353688737984,3.24048283969414,-0.016442927867564617,-0.9641726480228549,-0.2647654337857154,-0.45401487305114907,1.9779419014892126,1.6914362972319932,-0.01433776978570736,-0.010590216956371148,0.9998411252105952
95,3.1666666666666665,48.0,200,2,0;2,1,JointType.Disconnected,4.309279393055476e-05,3.290972745162435e-05,0.0,0.9999240040779114,0.8093821579201075,2.9457069568260557,1.3608925777946737,-1.627006655771708,3.2172702892755867,-0.01821056562464259,-0.9641745664588325,-0.2646427416226508,-0.4401779171694451,1.9822478570664526,1.7426560585835627,-0.015345770882346593,-0.01204711248759019,0.9998096690854404
96,3.2,48.6,200,2,0;2,1,JointType.Disconnected,3.211119837942533e-05,3.067898433073424e-05,0.0,0.9999372363090515,0.8174421967247691,2.972081681037658,1.3712012174067036,-1.6826951129346102,3.1919284508505714,-0.020050827502534202,-0.9642088484266609,-0.264384683618768,-0.4269298785894122,1.9863442121301258,1.803132421202101,-0.01651040661248479,-0.013495071004558143,0.9997726189149574
97,3.2333333333333334,49.2,200,2,0;2,1,JointType.Disconnected,2.4874041628208943e-05,2.8350494176265784e-05,0.0,0.9999467730522156,0.8248766607135649,2.9969292647156203,1.3810502908483144,-1.7476440369072694,3.164532142672624,-0.02191050909016843,-0.9642816509060289,-0.2639712622945024,-0.41437785307049424,1.9903208834542037,1.8730792396801297,-0.01782236235615367,-0.014877687658970143,0.9997304725824696
98,3.2666666666666666,49.8,200,2,0;2,1,JointType.Disconnected,1.9959812561864965e-05,2.5147888663923368e-05,0.0,0.999954879283905,0.8324801014686004,3.0214935946151122,1.3904333982717858,-1.8213238901870366,3.1349821984867563,-0.023711284350051827,-0.9643769079604414,-0.2634671789561834,-0.4023197638217395,1.9940497641972756,1.9520137734261989,-0.019184273581473815,-0.016161870415521168,0.9996853292870829
99,3.3,50.400000000000006,200,2,0;2,1,JointType.Disconnected,1.65935380209703e-05,2.187106838391628e-05,0.0,0.9999615550041199,0.8401306921046475,3.0454762121544867,1.399424929062872,-1.903770345886977,3.1031819672290952,-0.025495235137818463,-0.9644855920913941,-0.2629021407926919,-0.3906459200105128,1.9975520018355675,2.039996590462743,-0.02059106024190613,-0.017399664425129358,0.9996365639151097
100,3.3333333333333335,50.99999999999999,200,2,0;2,1,JointType.Disconnected,1.4271762665885035e-05,1.8448134142090566e-05,0.0,0.9999672770500183,0.8480955311710601,3.0697856002602144,1.4080177286301567,-1.9949894831486816,3.069005323515439,-0.027338016004037544,-0.9645981566860713,-0.26230331488335507,-0.37925718007070186,2.0007600695444703,2.1370677761300763,-0.022056831144799838,-0.01867075939384931,0.999582362261113
101,3.3666666666666667,51.6,200,2,0;2,1,JointType.Disconnected,1.2480375517043285e-05,1.5249459465849213e-05,0.0,0.9999722838401794,0.8567215774878413,3.096041783490703,1.4163199028879352,-2.096609427520122,3.0322147096483345,-0.029313453422042286,-0.9647418616009859,-0.2615604364638085,-0.36828125194990635,2.0038761264567135,2.244858813101553,-0.023716905135589633,-0.019980345585300388,0.9995190314351605
102,3.4,52.199999999999996,200,2,0;2,1,JointType.Disconnected,1.0721922990342136e-05,1.2119403436372522e-05,0.0,0.999977171421051,0.8658227766474978,3.1234194589913877,1.4242626818672888,-2.209809044499215,2.992315631290679,-0.03151178992820986,-0.9648958219002822,-0.26073561316954597,-0.35761949226436185,2.006761180798644,2.364638530991396,-0.025561353234705403,-0.021439455217075562,0.9994433285488505
103,3.433333333333333,52.8,200,2,0;2,1,JointType.Disconnected,8.622038876637816e-06,8.963464097178075e-06,0.0,0.9999824166297913,0.8749517669838505,3.1513423503380436,1.4317754006765218,-2.3352118177439145,2.94912318909886,-0.03388731919071359,-0.965079133072606,-0.25975741857720647,-0.34730063583841675,2.009350086923871,2.4970571939924904,-0.0276302192629429,-0.022970946114182517,0.9993542448091673
104,3.466666666666667,53.400000000000006,200,2,0;2,1,JointType.Disconnected,6.2859285208105575e-06,6.443436632252997e-06,0.0,0.9999872446060181,0.8840003410934599,3.17981735914223,1.4387924403824852,-2.472739613870208,2.9028812462439384,-0.036386105318616004,-0.9653196353879717,-0.2585228285358489,-0.3375416334274757,2.0116959533365013,2.6419734098391148,-0.029987477584814654,-0.024473803174187278,0.99925061128142
105,3.5,54.0,200,2,0;2,1,JointType.Disconnected,4.181037184025627e-06,4.537445875030244e-06,0.0,0.9999912977218628,0.893014240115977,3.2079893821095613,1.44524814842587,-2.622047588399581,2.853652103837937,-0.038970484197456856,-0.9656002393925582,-0.2570942999104605,-0.32834725829538947,2.0137251655525255,2.799038369808385,-0.032558224874111336,-0.02594888181414992,0.9991329328601086
106,3.533333333333333,54.6,200,2,0;2,1,JointType.Disconnected,2.8634810860239668e-06,3.2583129723207094e-06,0.0,0.9999938607215881,0.8964734343641466,3.2241651180148496,1.4508546245848097,-2.7733762004643294,2.8042668381384885,-0.04125943236958835,-0.9658499760215771,-0.2557957838973469,-0.3199301330200943,2.0152293605835885,2.958090484764388,-0.034862889977805595,-0.027238745714762896,0.9990208354355189
107,3.566666666666667,55.199999999999996,200,2,0;2,1,JointType.Disconnected,2.0282382138248067e-06,2.481613819327322e-06,0.0,0.9999954700469971,0.9006169303049563,3.239884812769181,1.4557532156898556,-2.9244900200996167,2.755294315400789,-0.04337074390052672,-0.9660602459395176,-0.2546499161374174,-0.31216691928778095,2.016299521680654,3.1168238395788306,-0.036941149584522326,-0.02845689807265861,0.998912186540667
108,3.6,55.800000000000004,200,2,0;2,1,JointType.Disconnected,1.5367826335932477e-06,1.9760952909564367e-06,0.0,0.9999964833259583,0.9041739230128087,3.2537089655819154,1.4600618715950993,-3.0725972526903718,2.707510072818433,-0.045202327232408156,-0.9662493017933416,-0.25361197999434937,-0.30498739758558413,2.01703109742322,3.2723409446368654,-0.03878187353319207,-0.029491079996493197,0.9988124160651468
109,3.6333333333333333,56.400000000000006,200,2,0;2,1,JointType.Disconnected,1.2532796063169371e-06,1.6309302282024873e-06,0.0,0.9999971389770508,0.9093975494288592,3.2697439002042827,1.4639364630119982,-3.2188851397519342,2.660438319793053,-0.04686457708297771,-0.9664217837402396,-0.25265123654391125,-0.29819517255219274,2.017488366952403,3.4259136143282536,-0.040468137854394126,-0.030420264544206183,0.9987176464465111
110,3.6666666666666665,57.0,200,2,0;2,1,JointType.Disconnected,1.128867097577313e-06,1.3661486946148216e-06,0.0,0.9999974966049194,0.9171216154184713,3.2900901022412326,1.4675065584532188,-3.3670882083707525,2.612887276320099,-0.048521081834743275,-0.9666096755826439,-0.25161764581921137,-0.29160931103935495,2.0177142076310237,3.5814596598870594,-0.04221524700783069,-0.031306429531810995,0.9986179351433848
111,3.7,57.6,200,2,0;2,1,JointType.Disconnected,1.1569659363885876e-06,1.1403520829844638e-06,0.0,0.9999976754188538,0.9269287731592346,3.314545051657431,1.4708237841611862,-3.5205464970358973,2.5638865031877267,-0.05029772126704287,-0.9668443760668866,-0.25036391853295387,-0.2851798091325235,2.0177388920736927,3.7424571350533213,-0.04421676502225069,-0.0321806146554577,0.9985035231441921
112,3.7333333333333334,58.199999999999996,200,2,0;2,1,JointType.Disconnected,1.197069650515914e-06,9.464192203267885e-07,0.0,0.9999978542327881,0.938137389281491,3.3419188819430263,1.4738736603009837,-3.6813428501105734,2.5128897355537023,-0.05225479567192259,-0.9671439393106405,-0.2488011997237591,-0.27894808454832587,2.0175702849423125,3.911058963026936,-0.04658123885149637,-0.03304824103067318,0.9983676687232206
113,3.7666666666666666,58.8,200,2,0;2,1,JointType.Disconnected,9.770527640284854e-07,7.849432677176083e-07,0.0,0.9999982118606567,0.9500387171387688,3.3701763611494493,1.476634835132535,-3.8511339579972663,2.459404462597858,-0.05434460703443179,-0.9675041144855663,-0.24694625354472083,-0.2729041824667271,2.017177574545512,4.088993321297548,-0.04926937246376056,-0.03387721787792604,0.9982108309600125
114,3.8,59.400000000000006,200,2,0;2,1,JointType.Disconnected,5.35451306404866e-07,6.407465775737364e-07,0.0,0.9999988079071045,0.961797152828253,3.3974026195654576,1.4790733143011157,-4.029748857378452,2.4035004734602032,-0.056482658622783136,-0.967915545395369,-0.2448452700316824,-0.2670833580431391,2.0165422178597145,4.276076721918826,-0.05219749882283359,-0.03461908795800278,0.9980365423498262
115,3.8333333333333335,59.99999999999999,200,2,0;2,1,JointType.Disconnected,2.108319421267879e-07,5.298135192788322e-07,0.0,0.9999992847442627,0.9731044151724153,3.4236384870554346,1.481161864134519,-4.215648996186617,2.3456540987021093,-0.05859969558798589,-0.9683640688440908,-0.24256361196336165,-0.2615346345198142,2.015661766362179,4.470699082387445,-0.05527280048475061,-0.03524860938810753,0.9978489129436268
116,3.8666666666666667,60.599999999999994,200,2,0;2,1,JointType.Disconnected,8.161809006423937e-08,4.5594299535878235e-07,0.0,0.999999463558197,0.9838909803467175,3.4491577410105343,1.4829001914623186,-4.406045540193494,2.286680180590714,-0.060598733838813396,-0.9688295735990341,-0.24020210402293796,-0.2562815791083528,2.0145499497672317,4.669955093693941,-0.05835755402839268,-0.03573505630435414,0.9976559535424764
117,3.9,61.20000000000001,200,2,0;2,1,JointType.Disconnected,4.355080207574247e-08,4.0383332589044585e-07,0.0,0.9999995231628418,0.9888644872591785,3.469044566001295,1.4843247244357631,-4.586922514050362,2.2305410725535295,-0.061979326099730135,-0.969216921346551,-0.2382795050182386,-0.25131343183732113,2.0132427709255647,4.859279464056529,-0.060744351062299806,-0.03591793518656941,0.9975069051119162
118,3.933333333333333,61.8,200,2,0;2,1,JointType.Disconnected,2.807211885169636e-08,3.649429345387034e-07,0.0,0.9999995827674866,0.9935874070473005,3.4867725794271935,1.4855343403706531,-4.755460483745014,2.1779837893959524,-0.06295378366840526,-0.9695192387715942,-0.23678949886677866,-0.24653973915222105,2.0118013839065387,5.035755843988861,-0.06254564881056981,-0.03597737713143,0.9973934379920533
119,3.966666666666667,62.4,200,2,0;2,1,JointType.Disconnected,1.9791768224308726e-08,3.277077382790594e-07,0.0,0.9999996423721313,0.9997515575040846,3.5044916152249725,1.4865951138908293,-4.913444559011679,2.128494776635686,-0.06370757341433328,-0.9697676378685384,-0.2355675564090538,-0.24191826637227676,2.0102775278523346,5.201241721073223,-0.06399973779848742,-0.03598711727882384,0.9973008377373827
120,4.0,63.0,200,2,0;2,1,JointType.Disconnected,1.450121356327827e-08,2.9917268307144695e-07,0.0,0.9999997019767761,1.0072502448656908,3.5227867119306175,1.487537010413775,-5.063850052350112,2.0812764082286415,-0.06442174768114879,-0.9700033594039259,-0.23439991717320346,-0.23746792111871962,2.0087173920670995,5.358817208741567,-0.06538568922417842,-0.03599140051849137,0.9972107754799868
121,4.033333333333333,63.6,200,2,0;2,1,JointType.Disconnected,1.1028196134077461e-08,2.727089452037035e-07,0.0,0.9999997019767761,1.015981891507239,3.541294361314098,1.4883863909989163,-5.21034062318011,2.035301946385026,-0.06517271042682622,-0.9702557739296581,-0.2331442707247623,-0.23318054856768455,2.0071468098718728,5.512287113411713,-0.06686711669854897,-0.03598152524365035,0.9971128915752534
122,4.066666666666666,64.2,200,2,0;2,1,JointType.Disconnected,9.270898715385556e-09,2.4815616939122265e-07,0.0,0.9999997615814209,1.0258938219224139,3.559714487876824,1.4891346178135019,-5.3557929027602205,1.9896566395573216,-0.06600456765165238,-0.9705289754803337,-0.231769076458039,-0.22897505928240802,2.0055073052363395,5.664668363564852,-0.06849364909268799,-0.03597922929450746,0.9970025652390976
123,4.1,64.8,200,2,0;2,1,JointType.Disconnected,8.95382168408787e-09,2.2439999725065718e-07,0.0,0.9999997615814209,1.0365938102621963,3.577718211675427,1.4897821733089762,-5.502731633280766,1.94359987361372,-0.0669101637966403,-0.9708322660784963,-0.23023410069231404,-0.22482758166418737,2.0037851871596137,5.818591942924965,-0.07029703387483599,-0.03595722339891616,0.9968778285797315
124,4.133333333333334,65.4,200,2,0;2,1,JointType.Disconnected,8.532672346461823e-09,2.0152920399141294e-07,0.0,0.9999997615814209,1.0474714565221346,3.5948648295642123,1.4903229246058372,-5.652524628822027,1.8967030275372994,-0.06782342686104165,-0.9711630208624632,-0.22856589788968934,-0.22070583241598918,2.0019540375423928,5.975490656021406,-0.0722208442697399,-0.035872245077358644,0.9967433630007656
125,4.166666666666667,65.99999999999999,200,2,0;2,1,JointType.Disconnected,6.6021335065613584e-09,1.8082566555222002e-07,0.0,0.9999998211860657,1.0583096067665965,3.6111605702137526,1.4907408538693283,-5.805179619887733,1.8488936663907098,-0.06869102260838918,-0.9715057441411277,-0.22684385050912795,-0.21655996659660692,1.9999654399949316,6.135391604273087,-0.07416852844035002,-0.03571982459398887,0.996605801468147
126,4.2,66.60000000000001,200,2,0;2,1,JointType.Disconnected,4.086908589329141e-09,1.6182012529952772e-07,0.0,0.9999998211860657,1.0689018370053984,3.6273642899644187,1.4910389269436677,-5.959673700187374,1.8004922494991686,-0.0694778379667982,-0.9718531411415553,-0.22510953352701793,-0.21241489105078637,1.9978377197997426,6.297223300821659,-0.07608602963910266,-0.03549134175297,0.9964694078366538
127,4.233333333333333,67.2,200,2,0;2,1,JointType.Disconnected,2.3134056892359922e-09,1.4491405408989522e-07,0.0,0.9999998807907104,1.0793933100649062,3.644283704026558,1.49122954091627,-6.11458893129736,1.7519537925608382,-0.07016531278607951,-0.9721977956061224,-0.22340160048716737,-0.2083098079431247,1.995608721889944,6.459497534224557,-0.07793016270647898,-0.03519096422033681,0.9963375360678652
128,4.266666666666667,67.8,200,2,0;2,1,JointType.Disconnected,1.366160851112852e-09,1.3007672805542825e-07,0.0,0.9999998807907104,1.089503672830134,3.6615911047657974,1.491310444368059,-6.268020143165413,1.7037897771578434,-0.07075096884829432,-0.9725235935888286,-0.2217930574208735,-0.20422454024210124,1.9932637770695019,6.620241826571152,-0.07963557192199083,-0.034854827292139776,0.9962144933191309
129,4.3,68.39999999999999,200,2,0;2,1,JointType.Disconnected,8.742045976006807e-10,1.1674673316974804e-07,0.0,0.9999998807907104,1.0989508556735241,3.678974198001862,1.4913049456190886,-6.4185768448566165,1.6564289557351117,-0.07120828554701474,-0.9728252875657797,-0.2203187235393596,-0.20017739011889502,1.9908409597396362,6.778001512144725,-0.08115866526316651,-0.034478070148349166,0.9961046801072401
130,4.333333333333333,69.00000000000001,200,2,0;2,1,JointType.Disconnected,5.997021768067157e-10,1.0564139074631385e-07,0.0,0.9999998807907104,1.10813749278557,3.696410738914632,1.4912329208597839,-6.565213238699671,1.610170280642138,-0.07154613105743715,-0.9730935174228609,-0.2190209064914039,-0.19616148789645083,1.9883593177198642,6.931688909775254,-0.0824668458199069,-0.03409048388876268,0.9960105713539118
131,4.366666666666666,69.6,200,2,0;2,1,JointType.Disconnected,4.3199427368634247e-10,9.590069538489843e-08,0.0,0.9999998807907104,1.1170294371337453,3.7132520995404645,1.4911188745898967,-6.7078541982496285,1.5650540189812765,-0.07177475505410928,-0.9733315733654551,-0.21788536625218904,-0.19218003865192124,1.9858493046303867,7.081220783669549,-0.08357790230297574,-0.03369338511488121,0.9959314685489834
132,4.4,70.2,200,2,0;2,1,JointType.Disconnected,3.213647403743636e-10,8.730114586796844e-08,0.0,0.9999999403953552,1.1257214525330295,3.728752869547166,1.490969873817506,-6.846528326652363,1.521059313475229,-0.07193053475967963,-0.9735451428593912,-0.2168775068652212,-0.18821884975940018,1.9833106773720606,7.226630324471565,-0.08454039768716251,-0.03330014649898912,0.9958634551995782
133,4.433333333333334,70.8,200,2,0;2,1,JointType.Disconnected,2.4391164088477524e-10,7.95511283513406e-08,0.0,0.9999999403953552,1.1343362566811297,3.7427146268403053,1.4907878762656022,-6.981548057495194,1.4780896445752416,-0.072051722148463,-0.9737423792270024,-0.2159498280452604,-0.18426997012776614,1.980740968751154,7.368244434759391,-0.08541509442881687,-0.03291904031768432,0.9958014854519344
134,4.466666666666667,71.4,200,2,0;2,1,JointType.Disconnected,1.8931937961763623e-10,7.322176287516413e-08,0.0,0.9999999403953552,1.1427717241250213,3.7548842000537155,1.490575729903408,-7.113792482610631,1.435883151402297,-0.07213929162269318,-0.9739295066943086,-0.21507496040766044,-0.18032042019116012,1.978135746100849,7.506980280582991,-0.0862265598168235,-0.03253653316442351,0.9957441209426227
135,4.5,72.0,200,2,0;2,1,JointType.Disconnected,1.4800145831106448e-10,6.750212833139813e-08,0.0,0.9999999403953552,1.151277698928242,3.7658168012751774,1.49033428293498,-7.2438291930674374,1.3942714161102565,-0.07220511741818786,-0.9741096517767857,-0.21423540168220356,-0.17636286808745405,1.9754916197094898,7.643429858281325,-0.08699607304910564,-0.032153749691090874,0.9956896201401505
136,4.533333333333333,72.6,200,2,0;2,1,JointType.Disconnected,1.1974997382591113e-10,6.304668431766913e-08,0.0,0.9999999403953552,1.1579134802781967,3.7807511819797237,1.4900770490414574,-7.368984556812605,1.354036298607142,-0.0720727932555458,-0.9742307516300522,-0.21372869496323313,-0.17241339555976642,1.9728339305860638,7.774807688523824,-0.08737518725492346,-0.03177327800996593,0.9956686373772494
137,4.566666666666666,73.2,200,2,0;2,1,JointType.Disconnected,9.890276098101225e-11,5.826637661243694e-08,0.0,0.9999999403953552,1.1640015429629729,3.793017112320986,1.4897848905466975,-7.4895940688573495,1.3149189431383521,-0.07189735811000238,-0.9742952672114019,-0.21349356474204328,-0.16834609085746033,1.9700652118591293,7.90150693272125,-0.08749459158804518,-0.03149765945151721,0.9956669091076179
138,4.6,73.79999999999998,200,2,0;2,1,JointType.Disconnected,8.223902808746075e-11,5.479578035760824e-08,0.0,0.9999999403953552,1.1700936524740302,3.80326531409045,1.4895049705150551,-7.606684077448817,1.2767829840496943,-0.07169871600125648,-0.9743434849399416,-0.21334026220772526,-0.16426328035530302,1.9673014890893383,8.02455242161719,-0.08753068097938543,-0.031244756595688775,0.9956717054695092
139,4.633333333333334,74.4,200,2,0;2,1,JointType.Disconnected,6.736537022655753e-11,5.0098083903549195e-08,0.0,0.9999999403953552,1.1771163444605315,3.8059717368880537,1.489189263321814,-7.722977518528473,1.2386330837402542,-0.07164589452263267,-0.9744037395384784,-0.2130826557265534,-0.16000165366735475,1.9643893206676202,8.146835032056515,-0.08773052285286997,-0.03106391765132077,0.9956597754153343
140,4.666666666666667,75.0,200,2,0;2,1,JointType.Disconnected,5.3746104788920945e-11,4.597270830686284e-08,0.0,0.9999999403953552,1.1855025514821649,3.8023600929045385,1.4888446754553901,-7.841346325975821,1.199707293331269,-0.07174537193003737,-0.9745290626542374,-0.21247519301997136,-0.15559732929088055,1.961358315567702,8.271325696008237,-0.08831271406806207,-0.03083217112800192,0.9956155089980602
141,4.7,75.6,200,2,0;2,1,JointType.Disconnected,4.1394158933893976e-11,4.150641785827247e-08,0.0,0.9999999403953552,1.1953865865011817,3.794889588821237,1.4884481519438235,-7.963769034448431,1.1594742083918945,-0.07197798963396286,-0.9747379776024105,-0.2114356734986215,-0.1510840915167191,1.9582017934793363,8.400072909405278,-0.0893396780157685,-0.03048993249544313,0.9955344222820536
142,4.733333333333333,76.2,200,2,0;2,1,JointType.Disconnected,3.0555408897514624e-11,3.6788264878850896e-08,0.0,0.9999999403953552,1.2068937632285455,3.7864655747391938,1.4879646433566163,-8.091480983216961,1.1176329775780907,-0.07231136012536797,-0.9750285403065081,-0.20997717205586736,-0.14651919222479926,1.9549131160315074,8.534347294639105,-0.09078355375142996,-0.030016115369324442,0.9954181931160372
143,4.766666666666667,76.80000000000001,200,2,0;2,1,JointType.Disconnected,2.1182550505316478e-11,3.141943594187069e-08,0.0,0.9999999403953552,1.2197614621041644,3.779796188718025,1.48735711190229,-8.224591742428103,1.0742229569407615,-0.07269654163025016,-0.9753872333391218,-0.20817050193064085,-0.1419796766769159,1.951495146984624,8.674243625863884,-0.09255758357099475,-0.029405518103876663,0.9952730325034136
144,4.8,77.39999999999999,200,2,0;2,1,JointType.Disconnected,1.505709619487039e-11,2.736343773790395e-08,0.0,1.0,1.2334367052313011,3.776547130418966,1.4865913038873275,-8.362333997607093,1.0294860913002637,-0.0730717485762888,-0.9757823401126349,-0.2061779432536709,-0.13750421624864506,1.9479310809741923,8.818957723858771,-0.09448859878017665,-0.028689573103424057,0.9951124625366231
145,4.833333333333333,78.00000000000001,200,2,0;2,1,JointType.Disconnected,1.0718224918715435e-11,2.3763856660252713e-08,0.0,1.0,1.2474216007883088,3.7782176029274166,1.485668810050991,-8.503177976243393,0.9838856390800128,-0.07337230557608448,-0.9761782350972613,-0.20418755617531079,-0.13311830127094337,1.9442379901004423,8.966891504265002,-0.0963797344578749,-0.027910495248664943,0.9949532406303342
146,4.866666666666666,78.6,200,2,0;2,1,JointType.Disconnected,6.016564416816417e-12,1.9466623868424904e-08,0.0,1.0,1.258329942943863,3.8010857585659057,1.4846586757783007,-8.64108216093432,0.9391124251508792,-0.07329251108066631,-0.9764222623348502,-0.20304623472594485,-0.1287757935992615,1.9404687428783673,9.111771318644239,-0.09733885175541601,-0.02724490425154022,0.9948783157408053
147,4.9,79.2,200,2,0;2,1,JointType.Disconnected,4.698264780694794e-12,1.781689640267814e-08,0.0,1.0,1.2674134873826042,3.82597802270057,1.4836576546764637,-8.773527526904038,0.8958911522903589,-0.07302067421049029,-0.9765567369136877,-0.2024967178162056,-0.12443890137182168,1.9367134624005704,9.250976004887638,-0.09768493991792163,-0.02672166316605215,0.9948585855441325
148,4.933333333333334,79.8,200,2,0;2,1,JointType.Disconnected,3.759670092612355e-12,1.6492206711404833e-08,0.0,1.0,1.2753894644768777,3.844568568846284,1.4826905225611855,-8.900433825382313,0.8542520403864922,-0.07268646471149741,-0.9766296901194492,-0.20226499011181528,-0.12010119410707665,1.9329971652263427,9.384420124312685,-0.09772210454833843,-0.026310225257246328,0.9948659016820088
149,4.966666666666667,80.4,200,2,0;2,1,JointType.Disconnected,3.023043837827033e-12,1.593396703469807e-08,0.0,1.0,1.282979442177177,3.8547116544384994,1.481761074558739,-9.023236973878397,0.8137968972366822,-0.07236274541754023,-0.976695135286025,-0.20206495436925562,-0.11576631605084797,1.9293264473284228,9.513593768775339,-0.09773670788960567,-0.025924475677832085,0.9948745938517736
150,5.0,81.0,200,2,0;2,1,JointType.Disconnected,2.0412983369605397e-12,1.2841272045704955e-08,0.0,1.0,1.2909031197336618,3.856690880424829,1.4808605055637132,-9.143312583904393,0.7741316079337595,-0.07210749663112255,-0.9767835497523698,-0.2017285449874473,-0.11143368577501045,1.9256907063976856,9.639927881452365,-0.09790446001763589,-0.025527032718707904,0.9948683768766768
151,5.033333333333333,81.6,200,2,0;2,1,JointType.Disconnected,1.6181334700979266e-12,1.189847509408537e-08,0.0,1.0,1.299821548010668,3.853668035397544,1.479993301780948,-9.262048702454125,0.7349291198743365,-0.07189198799614599,-0.9769223489324129,-0.2011324593851991,-0.10715422446891454,1.9221255707184337,9.764847171312757,-0.09831891515396196,-0.025028576633860766,0.9948401687078336
152,5.066666666666666,82.2,200,2,0;2,1,JointType.Disconnected,1.2687688356535776e-12,1.0699756636256552e-08,0.0,1.0,1.3098926590350215,3.84656502569577,1.479121824060075,-9.380460180176353,0.6958523813393638,-0.0717566305252336,-0.9771116785738175,-0.2002592159435411,-0.10290521145764098,1.9185736368764075,9.889419875701487,-0.09901526990258092,-0.024455158779689234,0.9947853645561837
153,5.1,82.8,200,2,0;2,1,JointType.Disconnected,9.874927481626217e-13,9.499103725829627e-09,0.0,1.0,1.3208103193590128,3.8375798147625635,1.4782095130369046,-9.49935915451829,0.6566459842160871,-0.07166850694923363,-0.9773418343039552,-0.19916466561879861,-0.09868359753787548,1.9149905042199062,10.014496968418875,-0.09992823439200224,-0.02380742328381938,0.9947097840917632
154,5.133333333333334,83.4,200,2,0;2,1,JointType.Disconnected,7.666098658654086e-13,8.379133831226682e-09,0.0,1.0,1.3323498522791482,3.8290864551317,1.477237592911618,-9.618915458297447,0.6172701334406657,-0.07159688412318756,-0.9775955181715121,-0.19794163037325785,-0.09450570244174705,1.9113640488361536,10.140252708010625,-0.1009613170453938,-0.02310718754321936,0.9946219735881076
155,5.166666666666667,84.0,200,2,0;2,1,JointType.Disconnected,5.967277453416964e-13,7.361930176585929e-09,0.0,1.0,1.3442572254944676,3.8230459052065706,1.4762031391897479,-9.7387702829853,0.577842921107309,-0.07151579153913395,-0.9778523150351812,-0.19669860584373253,-0.0903869919739062,1.9077000987112864,10.266309702506776,-0.10200678911230815,-0.022388525245052582,0.994531733486845
156,5.2,84.6,200,2,0;2,1,JointType.Disconnected,4.680230812278974e-13,6.4779523967217756e-09,0.0,1.0,1.3559357206887614,3.819993177072156,1.475118874718808,-9.858597030418629,0.5384691280844344,-0.07137942945539442,-0.9780940331534821,-0.19554293482551982,-0.08633141716497894,1.9040158309557604,10.39232517414013,-0.10294822738747703,-0.021667606458196334,0.9944506912402189
157,5.233333333333333,85.19999999999999,200,2,0;2,1,JointType.Disconnected,3.8056772902299307e-13,5.850197215551134e-09,0.0,1.0,1.365436165179693,3.8364123577870637,1.4740433376060065,-9.976139652779297,0.49981958076656957,-0.07103245273176144,-0.9782029829666609,-0.1951238447090379,-0.0823375425492312,1.9003785668541222,10.515945688759622,-0.10314206650846139,-0.021147753870429067,0.9944417964982163
158,5.266666666666667,85.80000000000001,200,2,0;2,1,JointType.Disconnected,3.8409385264351337e-13,5.7028621824883885e-09,0.0,1.0,1.3726699377997744,3.852692899243516,1.4729813196886519,-10.090263642016723,0.46206395962533686,-0.070652781333474,-0.9782201890121157,-0.19517542442363203,-0.07827873096673343,1.896718276721042,10.636033273688126,-0.10290881711296906,-0.020844822090202317,0.9944723569574154
159,5.3,86.39999999999999,200,2,0;2,1,JointType.Disconnected,3.246889248350454e-13,5.318906204365703e-09,0.0,1.0,1.3785432474651211,3.860556000922809,1.471964119120607,-10.201466482695865,0.4251210982558741,-0.07025227940682764,-0.9782141163273503,-0.19535035156366162,-0.07418780403824532,1.8930910096431068,10.753088767914926,-0.10255753351798955,-0.02058810347149373,0.9945139930207888
160,5.333333333333333,87.0,200,2,0;2,1,JointType.Disconnected,2.761409536363585e-13,4.65078509037653e-09,0.0,1.0,1.383998038268498,3.8519946839668155,1.4709609345303312,-10.31103792493804,0.38852591808042475,-0.0699320447559248,-0.9782288366865648,-0.19539153561785952,-0.06999680422576238,1.8894203166896943,10.868479738446592,-0.10236276523903329,-0.020331420933179495,0.9945393394006374
161,5.366666666666666,87.60000000000001,200,2,0;2,1,JointType.Disconnected,2.3359360778150984e-13,4.231260675169324e-09,0.0,1.0,1.390481177587264,3.831163658691993,1.469972697412874,-10.420068206162943,0.35201480129838353,-0.06965998841571526,-0.9783147715477395,-0.19505818051396065,-0.06574149044928701,1.8857286331688803,10.98332704691614,-0.10251879927573526,-0.019921398964216117,0.9945315649381723
